region,province,locality,zip_code,property_type,property_subtype,price,living_area,number_rooms,kitchen,kitchen_score,building_state,building_score,has_garden,has_terrace,has_pool,has_fireplace,number_facades,furnished,price_per_sqm,predicted_price,valuation_gap,valuation_gap_pct
Wallonie,Hainaut,Saint-Ghislain Tertre,7333,HOUSE,HOUSE,145000.0,95.0,2.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,0,0,0,0,3,0,1526.3157894736842,142895.0,2105.0,1.4731096259491234
Brussels,Brussels,Auderghem,1160,APARTMENT,APARTMENT,320000.0,84.0,2.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,4,0,3809.5238095238096,328994.08928571426,-8994.08928571426,-2.7338148552277977
Wallonie,Walloon Brabant,Wavre,1300,HOUSE,VILLA,650000.0,245.0,4.0,INSTALLED,2,GOOD,3.0,1,1,0,0,4,0,2653.061224489796,644440.0,5560.0,0.8627645707901433
Wallonie,Walloon Brabant,Beauvechain,1320,HOUSE,HOUSE,640000.0,210.0,3.0,INSTALLED,2,,3.0,0,1,0,0,4,0,3047.6190476190477,462263.8333333334,177736.16666666663,38.44907471671119
Flanders,Antwerp,Willebroek,2830,HOUSE,HOUSE,469000.0,139.0,3.0,USA_HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,0,0,4,0,3374.1007194244603,440542.0,28458.0,6.45977001057788
Flanders,West Flanders,Middelkerke,8430,APARTMENT,APARTMENT,260000.0,84.0,2.0,INSTALLED,2,GOOD,3.0,0,1,0,0,2,0,3095.2380952380954,259452.66269841287,547.337301587133,0.2109584445557826
Flanders,West Flanders,Westende,8434,APARTMENT,APARTMENT,275000.0,55.0,3.0,INSTALLED,2,AS_NEW,5.0,0,1,0,0,2,0,5000.0,227220.22,47779.78,21.027961331962445
Flanders,West Flanders,Sint-Kruis,8310,HOUSE,HOUSE,415000.0,150.0,3.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,0,0,0,0,4,0,2766.6666666666665,231230.0,183770.0,79.474981620032
Brussels,Brussels,Molenbeek-Saint-Jean,1080,APARTMENT,APARTMENT,349000.0,85.0,2.0,INSTALLED,2,,3.0,0,1,0,0,2,0,4105.882352941177,308502.36904761905,40497.63095238095,13.127170166440411
Flanders,West Flanders,Waregem,8790,HOUSE,HOUSE,220000.0,149.0,3.0,NOT_INSTALLED,0,,3.0,0,0,0,0,2,0,1476.510067114094,249641.0,-29641.0,-11.873450274594317
Wallonie,Hainaut,NIMY,7020,APARTMENT,APARTMENT,198000.0,81.0,2.0,NOT_INSTALLED,0,,3.0,0,1,0,0,4,0,2444.4444444444443,245231.44047619056,-47231.44047619056,-19.259944966467806
Flanders,West Flanders,Izegem,8870,HOUSE,HOUSE,512700.0,230.0,5.0,HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,0,0,4,0,2229.1304347826085,544347.5,-31647.5,-5.813841342157353
Flanders,Antwerp,TEN AARD,2440,APARTMENT,APARTMENT,247000.0,81.0,1.0,INSTALLED,2,,3.0,0,1,0,0,2,0,3049.382716049383,286735.73614718614,-39735.73614718614,-13.857964368553327
Flanders,Antwerp,Westerlo,2260,HOUSE,HOUSE,339000.0,155.0,3.0,SEMI_EQUIPPED,1,GOOD,3.0,1,1,0,0,4,0,2187.0967741935483,409185.0,-70185.0,-17.152388284028007
Flanders,Antwerp,Geel,2440,HOUSE,HOUSE,339000.0,137.0,2.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,1,0,0,4,0,2474.4525547445255,364465.975,-25465.974999999977,-6.987202303315139
Flanders,West Flanders,Blankenberge,8370,APARTMENT,APARTMENT,525000.0,142.0,2.0,INSTALLED,2,,3.0,0,1,0,0,1,0,3697.1830985915494,486531.795,38468.205000000016,7.906616873826307
Flanders,Antwerp,Ekeren,2180,HOUSE,HOUSE,539000.0,164.0,3.0,INSTALLED,2,,3.0,1,1,0,0,2,0,3286.5853658536585,470649.0,68351.0,14.522712254780101
Flanders,Antwerp,Niel,2845,HOUSE,HOUSE,389000.0,459.0,4.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,1,0,0,3,0,847.4945533769063,532220.0,-143220.0,-26.909924467325542
Flanders,Antwerp,Borgerhout,2140,APARTMENT,PENTHOUSE,400000.0,106.0,2.0,NOT_INSTALLED,0,,3.0,0,1,0,0,2,0,3773.5849056603774,424331.12,-24331.119999999995,-5.733993773541755
Flanders,Antwerp,Borgerhout,2140,APARTMENT,APARTMENT,430000.0,137.0,3.0,NOT_INSTALLED,0,,3.0,0,1,0,0,2,0,3138.6861313868612,532262.965,-102262.96499999997,-19.2128650168249
Flanders,East Flanders,Geraardsbergen,9500,HOUSE,HOUSE,189000.0,150.0,3.0,SEMI_EQUIPPED,1,TO_RENOVATE,1.0,1,1,0,0,2,0,1260.0,194565.0,-5565.0,-2.860226659471128
Flanders,East Flanders,Zele,9240,HOUSE,TOWN_HOUSE,365000.0,156.0,3.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,1,0,2339.74358974359,387081.9841666667,-22081.98416666669,-5.704730540277174
Flanders,East Flanders,Zele,9240,HOUSE,HOUSE,449000.0,196.0,5.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,2,0,2290.816326530612,422685.0,26315.0,6.225676331073967
Flanders,East Flanders,Gavere,9890,APARTMENT,APARTMENT,285000.0,102.0,2.0,NOT_INSTALLED,0,GOOD,3.0,0,0,0,0,1,0,2794.1176470588234,293598.75,-8598.75,-2.928742033131953
Brussels,Brussels,St-Gilles,1060,HOUSE,HOUSE,650000.0,324.0,6.0,INSTALLED,2,GOOD,3.0,1,1,0,0,2,0,2006.1728395061727,950490.0,-300490.0,-31.61422003387726
Brussels,Brussels,Evere,1140,HOUSE,MIXED_USE_BUILDING,650000.0,411.0,5.0,HYPER_EQUIPPED,3,GOOD,3.0,0,0,0,0,2,0,1581.508515815085,745590.0,-95590.0,-12.820719162005927
Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,VILLA,650000.0,180.0,3.0,USA_HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,0,0,4,0,3611.1111111111113,631372.9166666667,18627.083333333256,2.9502506112671
Flanders,Antwerp,Brasschaat,2930,HOUSE,HOUSE,650000.0,260.0,4.0,INSTALLED,2,AS_NEW,5.0,1,1,1,0,4,0,2500.0,682258.25,-32258.25,-4.7281582890349805
Flanders,East Flanders,Sint-Gillis-Waas,9170,HOUSE,COUNTRY_COTTAGE,650000.0,210.0,2.0,INSTALLED,2,GOOD,3.0,1,1,0,0,4,0,3095.2380952380954,513094.98375,136905.01625,26.68219736810085
Brussels,Brussels,Auderghem,1160,HOUSE,MIXED_USE_BUILDING,665000.0,250.0,4.0,INSTALLED,2,GOOD,3.0,1,1,0,0,3,0,2660.0,676200.0,-11200.0,-1.6563146997929608
Wallonie,Walloon Brabant,Lasne,1380,HOUSE,VILLA,670000.0,180.0,3.0,NOT_INSTALLED,0,TO_BE_DONE_UP,2.0,0,0,0,0,4,0,3722.222222222222,563420.2173333335,106579.78266666655,18.916570507730164
Brussels,Brussels,Schaerbeek,1030,HOUSE,HOUSE,675000.0,385.0,6.0,INSTALLED,2,GOOD,3.0,1,0,0,0,2,0,1753.2467532467533,728190.0,-53190.0,-7.304412309974046
Wallonie,Luxembourg,Messancy,6780,HOUSE,HOUSE,675000.0,320.0,5.0,HYPER_EQUIPPED,3,GOOD,3.0,1,1,0,0,4,0,2109.375,677050.0,-2050.0,-0.30278413706520935
Brussels,Brussels,Bruxelles,1000,HOUSE,HOUSE,685000.0,280.0,5.0,SEMI_EQUIPPED,1,TO_RENOVATE,1.0,1,1,0,0,2,0,2446.4285714285716,715398.3333333335,-30398.33333333349,-4.249147910604602
Brussels,Brussels,Schaerbeek,1030,HOUSE,HOUSE,685000.0,280.0,5.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,1,0,0,2,0,2446.4285714285716,720053.3333333335,-35053.33333333349,-4.868157914228596
Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,HOUSE,685000.0,180.0,4.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,0,0,2,0,3805.5555555555557,553044.8115079365,131955.18849206355,23.859764298714506
Wallonie,Liège,Liège,4000,HOUSE,HOUSE,685000.0,343.0,4.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,0,1,0,0,4,0,1997.0845481049562,378405.0,306595.0,81.02297802618888
Brussels,Brussels,Schaerbeek,1030,HOUSE,HOUSE,695000.0,245.0,5.0,NOT_INSTALLED,0,TO_BE_DONE_UP,2.0,1,1,0,0,2,0,2836.734693877551,551389.85,143610.15000000002,26.045120344525753
Brussels,Brussels,Etterbeek,1040,HOUSE,HOUSE,695000.0,225.0,5.0,HYPER_EQUIPPED,3,TO_BE_DONE_UP,2.0,1,1,0,0,2,0,3088.8888888888887,724012.5,-29012.5,-4.007182196439978
Wallonie,Walloon Brabant,Wavre,1300,HOUSE,HOUSE,695000.0,224.0,3.0,INSTALLED,2,TO_BE_DONE_UP,2.0,0,1,0,0,4,0,3102.6785714285716,610742.5,84257.5,13.79591235258722
Flanders,Antwerp,PUURS-SINT-AMANDS,2870,HOUSE,VILLA,695000.0,269.0,3.0,INSTALLED,2,GOOD,3.0,0,0,0,0,4,0,2583.64312267658,703035.0,-8035.0,-1.1429018469919705
Flanders,West Flanders,Lissewege,8380,HOUSE,COUNTRY_COTTAGE,697000.0,220.0,4.0,INSTALLED,2,GOOD,3.0,0,1,0,0,4,0,3168.181818181818,676675.0,20325.0,3.0036575904237632
Flanders,East Flanders,Oudenaarde,9700,HOUSE,HOUSE,698000.0,265.0,5.0,INSTALLED,2,,3.0,1,0,0,1,3,0,2633.9622641509436,640185.0,57815.0,9.03098323140967
Flanders,Antwerp,Herenthout,2270,HOUSE,VILLA,699000.0,440.0,4.0,INSTALLED,2,GOOD,3.0,1,1,1,0,4,0,1588.6363636363637,881090.0,-182090.0,-20.666447241484978
Wallonie,Walloon Brabant,Louvain-La-Neuve,1348,HOUSE,HOUSE,700000.0,275.0,7.0,HYPER_EQUIPPED,3,GOOD,3.0,1,1,0,0,2,0,2545.4545454545455,622134.48,77865.52000000002,12.5158663445241
Wallonie,Hainaut,Fontaine-l'Eveque,6140,HOUSE,COUNTRY_COTTAGE,700000.0,480.0,4.0,INSTALLED,2,GOOD,3.0,1,0,0,0,4,0,1458.3333333333333,661400.0,38600.0,5.836105231327488
Brussels,Brussels,Woluwe-Saint-Lambert,1200,HOUSE,APARTMENT_BLOCK,715000.0,322.0,7.0,USA_INSTALLED,2,TO_RENOVATE,1.0,1,1,0,0,2,0,2220.496894409938,735100.0,-20100.0,-2.7343218609712965
Brussels,Brussels,Bruxelles,1000,HOUSE,EXCEPTIONAL_PROPERTY,720000.0,180.0,4.0,HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,0,0,2,0,4000.0,692534.5,27465.5,3.9659396030089478
Flanders,Flemish Brabant,Halle,1500,HOUSE,HOUSE,720000.0,207.0,4.0,INSTALLED,2,GOOD,3.0,0,1,0,1,4,0,3478.2608695652175,652422.0,67578.0,10.358019809264556
Flanders,Flemish Brabant,Buizingen,1501,HOUSE,HOUSE,720000.0,207.0,4.0,INSTALLED,2,GOOD,3.0,0,1,0,1,4,0,3478.2608695652175,652422.0,67578.0,10.358019809264556
Wallonie,Liège,Chaudfontaine Embourg,4053,HOUSE,VILLA,720000.0,240.0,5.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,1,0,4,0,3000.0,709810.0,10190.0,1.435595441033516
Brussels,Brussels,Etterbeek,1040,HOUSE,HOUSE,725000.0,220.0,7.0,INSTALLED,2,GOOD,3.0,0,1,0,0,2,1,3295.4545454545455,691750.0,33250.0,4.806649801228768
Brussels,Brussels,Woluwe-Saint-Pierre,1150,HOUSE,HOUSE,725000.0,178.0,4.0,HYPER_EQUIPPED,3,TO_BE_DONE_UP,2.0,1,1,0,0,3,0,4073.0337078651687,692385.0,32615.0,4.710529546422872
Flanders,East Flanders,Sleidinge,9940,HOUSE,HOUSE,345000.0,150.0,4.0,SEMI_EQUIPPED,1,,3.0,1,0,0,0,1,0,2300.0,339336.5,5663.5,1.668992283470832
Flanders,Antwerp,Turnhout,2300,APARTMENT,APARTMENT,219000.0,117.0,2.0,SEMI_EQUIPPED,1,GOOD,3.0,0,1,0,1,2,0,1871.7948717948718,279145.0,-60145.0,-21.54614985043615
Flanders,Antwerp,Turnhout,2300,HOUSE,HOUSE,295000.0,113.0,3.0,SEMI_EQUIPPED,1,JUST_RENOVATED,4.0,1,1,0,0,2,0,2610.619469026549,305915.0,-10915.0,-3.567984570877531
Flanders,Antwerp,Turnhout,2300,HOUSE,HOUSE,339000.0,185.0,3.0,SEMI_EQUIPPED,1,TO_BE_DONE_UP,2.0,1,1,0,1,3,0,1832.4324324324325,388215.0,-49215.0,-12.677253583710058
Flanders,Limburg,Leopoldsburg,3970,HOUSE,VILLA,656000.0,290.0,4.0,INSTALLED,2,AS_NEW,5.0,1,0,1,0,4,0,2262.0689655172414,967889.99,-311889.99,-32.223702406510064
Flanders,West Flanders,Wingene,8750,HOUSE,HOUSE,540000.0,245.0,5.0,INSTALLED,2,AS_NEW,5.0,0,0,0,1,3,0,2204.081632653061,724341.5,-184341.5,-25.44952898598244
Flanders,West Flanders,Zwevezele,8750,APARTMENT,APARTMENT,265000.0,98.0,2.0,INSTALLED,2,AS_NEW,5.0,1,0,0,0,1,0,2704.081632653061,271192.4166666667,-6192.416666666686,-2.283403327711051
Flanders,East Flanders,Mariakerke,9030,HOUSE,HOUSE,525000.0,204.0,3.0,INSTALLED,2,JUST_RENOVATED,4.0,1,0,0,0,1,0,2573.529411764706,508827.5,16172.5,3.1783856021932775
Flanders,East Flanders,Zwijnaarde,9052,HOUSE,HOUSE,249000.0,173.0,3.0,NOT_INSTALLED,0,,3.0,1,0,0,0,1,0,1439.3063583815028,286656.58666666667,-37656.58666666667,-13.136480519966193
Flanders,Antwerp,Brasschaat,2930,APARTMENT,APARTMENT,365000.0,90.0,2.0,INSTALLED,2,AS_NEW,5.0,1,1,0,0,1,0,4055.5555555555557,278909.8333333333,86090.16666666669,30.8666659894267
Flanders,Antwerp,Brasschaat,2930,APARTMENT,APARTMENT,316000.0,90.0,2.0,INSTALLED,2,AS_NEW,5.0,0,1,0,0,1,0,3511.1111111111113,313317.75000000006,2682.249999999942,0.8560798103522514
Flanders,Antwerp,Kapellen,2950,APARTMENT,APARTMENT,875000.0,290.0,3.0,INSTALLED,2,GOOD,3.0,1,1,0,0,1,0,3017.2413793103447,736468.315,138531.68500000006,18.810270880424785
Flanders,Antwerp,Mechelen,2800,APARTMENT,DUPLEX,399700.0,98.0,2.0,HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,0,0,2,0,4078.5714285714284,313028.75,86671.25,27.68795198524097
Flanders,Antwerp,Mechelen,2800,HOUSE,EXCEPTIONAL_PROPERTY,399700.0,98.0,2.0,HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,0,0,3,0,4078.5714285714284,360286.9,39413.09999999998,10.939365266958076
Flanders,East Flanders,Lievegem,9921,HOUSE,HOUSE,359000.0,86.0,2.0,SEMI_EQUIPPED,1,TO_RENOVATE,1.0,0,1,0,0,1,0,4174.418604651163,286959.99999999994,72040.00000000006,25.10454418734321
Wallonie,Hainaut,Soignies,7060,HOUSE,HOUSE,320000.0,115.0,3.0,NOT_INSTALLED,0,,3.0,0,0,0,0,2,0,2782.608695652174,304084.99500000005,15915.004999999946,5.233735719185994
Flanders,East Flanders,Drongen,9031,HOUSE,VILLA,695000.0,164.0,3.0,INSTALLED,2,AS_NEW,5.0,1,0,0,0,4,0,4237.804878048781,628711.5,66288.5,10.543548193408265
Flanders,East Flanders,Gent,9000,HOUSE,HOUSE,995000.0,550.0,7.0,INSTALLED,2,GOOD,3.0,1,0,0,0,2,0,1809.090909090909,998912.5,-3912.5,-0.3916759475930074
Flanders,East Flanders,Waasmunster,9250,HOUSE,VILLA,1950000.0,722.0,7.0,INSTALLED,2,AS_NEW,5.0,1,0,1,1,4,0,2700.831024930748,1955330.0,-5330.0,-0.27258825875939097
Flanders,East Flanders,Zevergem,9840,HOUSE,HOUSE,795000.0,193.0,4.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,0,0,1,4,0,4119.170984455958,675771.6666666665,119228.33333333349,17.643286810387167
Flanders,West Flanders,Wielsbeke,8710,HOUSE,HOUSE,289000.0,175.0,4.0,NOT_INSTALLED,0,TO_BE_DONE_UP,2.0,1,0,0,0,1,0,1651.4285714285713,290077.0,-1077.0,-0.37128072890991015
Flanders,East Flanders,Gent,9000,APARTMENT,APARTMENT,369000.0,93.0,2.0,NOT_INSTALLED,0,,3.0,0,1,0,0,1,0,3967.7419354838707,350132.5448412698,18867.455158730212,5.388660790525384
Flanders,East Flanders,Gent,9000,APARTMENT,APARTMENT,369000.0,86.0,2.0,NOT_INSTALLED,0,,3.0,0,0,0,0,1,0,4290.697674418605,268371.0714285715,100628.92857142852,37.4961906422211
Flanders,East Flanders,Gent,9000,APARTMENT,APARTMENT,495000.0,128.0,3.0,INSTALLED,2,AS_NEW,5.0,0,1,0,0,1,0,3867.1875,446763.125,48236.875,10.796968751617538
Flanders,West Flanders,Lombardsijde,8434,APARTMENT,APARTMENT,185000.0,99.0,1.0,INSTALLED,2,,3.0,1,1,0,0,1,0,1868.6868686868686,289578.0601190476,-104578.06011904759,-36.1139445702671
Flanders,West Flanders,Lombardsijde,8434,APARTMENT,APARTMENT,285000.0,99.0,2.0,INSTALLED,2,,3.0,1,1,0,0,1,0,2878.787878787879,294134.7234523809,-9134.723452380917,-3.1056256619969544
Brussels,Brussels,Jette,1090,HOUSE,HOUSE,569000.0,246.0,4.0,USA_HYPER_EQUIPPED,3,GOOD,3.0,1,1,0,0,2,0,2313.008130081301,866045.0,-297045.0,-34.29902603213459
Flanders,East Flanders,Oudenaarde,9700,HOUSE,VILLA,569000.0,300.0,3.0,INSTALLED,2,GOOD,3.0,0,1,0,0,4,0,1896.6666666666667,697604.995,-128604.995,-18.435217052882482
Brussels,Brussels,Bruxelles,1000,HOUSE,APARTMENT_BLOCK,580000.0,353.0,5.0,USA_INSTALLED,2,GOOD,3.0,1,0,0,0,2,0,1643.0594900849858,643820.0,-63820.0,-9.91270852101519
Flanders,East Flanders,ERTVELDE,9940,HOUSE,VILLA,850000.0,340.0,5.0,SEMI_EQUIPPED,1,,3.0,1,0,0,0,4,0,2500.0,874195.0,-24195.0,-2.7676891311435092
Flanders,Flemish Brabant,Kraainem,1950,HOUSE,HOUSE,1250000.0,629.0,9.0,INSTALLED,2,GOOD,3.0,1,1,0,1,4,0,1987.281399046105,1242810.0,7190.0,0.578527691280244
Brussels,Brussels,Molenbeek-Saint-Jean,1080,HOUSE,APARTMENT_BLOCK,549000.0,250.0,0.0,INSTALLED,2,TO_BE_DONE_UP,2.0,0,1,0,0,2,0,2196.0,567179.95,-18179.949999999953,-3.205323107772049
Wallonie,Liège,Huy,4500,HOUSE,HOUSE,89000.0,137.0,2.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,0,0,0,0,2,0,649.6350364963504,122479.16666666666,-33479.16666666666,-27.33458071100527
Wallonie,Hainaut,Charleroi,6000,HOUSE,HOUSE,90000.0,70.0,2.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,2,0,1285.7142857142858,95885.0,-5885.0,-6.1375606194921
Wallonie,Hainaut,Charleroi,6000,HOUSE,HOUSE,90000.0,70.0,2.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,2,0,1285.7142857142858,95885.0,-5885.0,-6.1375606194921
Wallonie,Hainaut,La Louvière Houdeng-Goegnies,7110,HOUSE,HOUSE,95000.0,116.0,3.0,SEMI_EQUIPPED,1,TO_BE_DONE_UP,2.0,0,1,0,0,2,0,818.9655172413793,122964.995,-27964.994999999995,-22.742240586436814
Wallonie,Luxembourg,SAINT-HUBERT,6870,HOUSE,HOUSE,96000.0,89.0,2.0,SEMI_EQUIPPED,1,TO_BE_DONE_UP,2.0,1,0,0,0,3,0,1078.6516853932585,111575.0,-15575.0,-13.959220255433566
Wallonie,Liège,Trooz,4870,HOUSE,HOUSE,99000.0,100.0,3.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,0,0,0,3,0,990.0,113119.0,-14119.0,-12.48154598254935
Wallonie,Liège,Huy,4500,HOUSE,HOUSE,105000.0,45.0,1.0,SEMI_EQUIPPED,1,GOOD,3.0,0,0,0,0,2,0,2333.3333333333335,103917.5,1082.5,1.0416917266100512
Flanders,West Flanders,Menen,8930,HOUSE,HOUSE,107000.0,112.0,2.0,SEMI_EQUIPPED,1,TO_RENOVATE,1.0,0,1,0,0,2,0,955.3571428571429,154924.75,-47924.75,-30.93421160918446
Wallonie,Liège,Chaudfontaine Vaux-sous-Chèvremont,4051,HOUSE,HOUSE,109000.0,110.0,2.0,SEMI_EQUIPPED,1,TO_RENOVATE,1.0,1,1,0,0,3,0,990.9090909090909,139254.1666666667,-30254.166666666686,-21.725860985607863
Wallonie,Hainaut,La Louvière Haine-Saint-Pierre,7100,HOUSE,HOUSE,110000.0,131.0,3.0,SEMI_EQUIPPED,1,TO_BE_DONE_UP,2.0,0,0,0,0,3,0,839.6946564885496,142226.5,-32226.5,-22.658576285010177
Wallonie,Liège,Marchin,4570,HOUSE,HOUSE,115000.0,158.0,2.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,1,0,0,4,0,727.8481012658228,137875.0,-22875.0,-16.59111514052584
Wallonie,Liège,Seraing,4100,HOUSE,HOUSE,119000.0,190.0,3.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,0,1,0,0,2,0,626.3157894736842,200865.995,-81865.995,-40.756522775296034
Wallonie,Liège,Trooz,4870,HOUSE,MIXED_USE_BUILDING,119000.0,284.0,3.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,0,0,0,2,0,419.01408450704224,167745.0,-48745.0,-29.05898834540523
Wallonie,Namur,GROYNNE,5300,HOUSE,HOUSE,119000.0,110.0,4.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,1,0,0,3,0,1081.8181818181818,189682.0,-70682.0,-37.26341982897692
Flanders,East Flanders,Ronse,9600,HOUSE,HOUSE,119000.0,102.0,2.0,INSTALLED,2,TO_BE_DONE_UP,2.0,0,0,0,0,2,0,1166.6666666666667,206694.5,-87694.5,-42.42710860714726
Wallonie,Liège,Trooz,4870,HOUSE,HOUSE,120000.0,90.0,3.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,1,0,0,2,0,1333.3333333333333,147137.0,-27137.0,-18.44335551220971
Wallonie,Hainaut,La Louvière Houdeng-Goegnies,7110,HOUSE,HOUSE,125000.0,188.0,3.0,INSTALLED,2,GOOD,3.0,0,1,0,0,3,0,664.8936170212766,278796.4,-153796.40000000002,-55.164413887697265
Wallonie,Hainaut,La Louviere,7100,HOUSE,HOUSE,130000.0,120.0,4.0,SEMI_EQUIPPED,1,TO_BE_DONE_UP,2.0,0,1,0,0,2,0,1083.3333333333333,178612.0,-48612.0,-27.216536402929254
Wallonie,Hainaut,Saint-Ghislain,7331,HOUSE,HOUSE,135000.0,130.0,3.0,SEMI_EQUIPPED,1,GOOD,3.0,0,1,0,0,2,0,1038.4615384615386,214302.8283333333,-79302.82833333331,-37.00503112818615
Flanders,Antwerp,Schoten,2900,HOUSE,TOWN_HOUSE,342000.0,157.0,2.0,INSTALLED,2,GOOD,3.0,0,0,0,0,2,0,2178.3439490445858,335313.9083333333,6686.091666666674,1.9939798202525127
Flanders,Antwerp,Berchem,2600,HOUSE,HOUSE,399000.0,123.0,2.0,INSTALLED,2,,3.0,0,1,0,0,2,0,3243.9024390243903,360677.5,38322.5,10.625142960123656
Flanders,Antwerp,Antwerp,2060,APARTMENT,APARTMENT,110000.0,34.0,1.0,INSTALLED,2,GOOD,3.0,0,0,0,0,1,0,3235.294117647059,132110.0,-22110.0,-16.736053288925895
Flanders,Flemish Brabant,Begijnendijk,3130,HOUSE,HOUSE,315000.0,134.0,3.0,SEMI_EQUIPPED,1,TO_RENOVATE,1.0,1,0,0,0,4,0,2350.7462686567164,314277.0,723.0,0.23005183325537662
Flanders,Antwerp,HOEVENEN,2940,HOUSE,HOUSE,265000.0,174.0,4.0,NOT_INSTALLED,0,,3.0,1,0,0,0,3,0,1522.9885057471265,269973.595,-4973.594999999972,-1.8422523876825705
Flanders,Antwerp,Deurne,2100,APARTMENT,APARTMENT,209000.0,81.0,2.0,INSTALLED,2,TO_BE_DONE_UP,2.0,1,0,0,0,3,0,2580.246913580247,222709.5,-13709.5,-6.155776920158322
Flanders,Antwerp,Zoersel,2980,APARTMENT,PENTHOUSE,265000.0,77.0,1.0,INSTALLED,2,GOOD,3.0,0,1,0,0,1,0,3441.5584415584417,302347.69083333336,-37347.690833333356,-12.352563609927142
Flanders,East Flanders,Lembeke,9971,HOUSE,HOUSE,295000.0,159.0,2.0,INSTALLED,2,TO_BE_DONE_UP,2.0,0,1,0,0,4,0,1855.3459119496856,380856.66666666674,-85856.66666666674,-22.54303893853332
Flanders,West Flanders,Ieper,8900,APARTMENT,APARTMENT,135000.0,85.0,2.0,SEMI_EQUIPPED,1,GOOD,3.0,0,1,0,0,2,0,1588.235294117647,160280.70000000007,-25280.70000000007,-15.772766153379703
Flanders,West Flanders,Zeebrugge,8380,APARTMENT,APARTMENT,389000.0,87.0,2.0,INSTALLED,2,GOOD,3.0,0,1,0,0,2,0,4471.264367816092,340613.95833333326,48386.041666666744,14.20553693789465
Flanders,East Flanders,Geraardsbergen,9500,HOUSE,MANOR_HOUSE,1350000.0,350.0,4.0,INSTALLED,2,,3.0,0,0,0,0,1,0,3857.1428571428573,1017467.35,332532.65,32.68239025065522
Flanders,East Flanders,Ronse,9600,HOUSE,MANSION,165000.0,250.0,5.0,SEMI_EQUIPPED,1,TO_RENOVATE,1.0,0,0,0,0,2,0,660.0,241077.5,-76077.5,-31.55727929815101
Wallonie,Namur,AUVELAIS,5060,HOUSE,HOUSE,159000.0,175.0,3.0,SEMI_EQUIPPED,1,TO_RENOVATE,1.0,1,1,0,0,3,0,908.5714285714286,201562.5,-42562.5,-21.11627906976744
Wallonie,Namur,ARSIMONT,5060,HOUSE,HOUSE,89000.0,75.0,1.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,0,0,0,0,2,0,1186.6666666666667,102664.58333333334,-13664.583333333343,-13.309929178757693
Flanders,Antwerp,GOOREIND,2990,HOUSE,HOUSE,545000.0,267.0,3.0,INSTALLED,2,GOOD,3.0,0,0,0,0,3,0,2041.198501872659,466140.835,78859.16499999998,16.917454785955403
Wallonie,Namur,ANSEREMME,5500,HOUSE,HOUSE,650000.0,300.0,4.0,INSTALLED,2,,3.0,0,0,0,0,4,0,2166.6666666666665,597590.0,52410.0,8.770227078766379
Flanders,East Flanders,Gent,9000,APARTMENT,FLAT_STUDIO,225000.0,40.0,1.0,NOT_INSTALLED,0,GOOD,3.0,0,0,0,0,2,0,5625.0,246685.0,-21685.0,-8.790562863570951
Flanders,East Flanders,Kruibeke,9150,HOUSE,HOUSE,449000.0,293.0,3.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,1,0,0,4,0,1532.4232081911264,653538.32,-204538.31999999995,-31.29706610011789
Flanders,Flemish Brabant,GELRODE,3200,APARTMENT,APARTMENT,337900.0,101.0,2.0,HYPER_EQUIPPED,3,,3.0,0,1,0,0,4,0,3345.5445544554455,332916.37,4983.630000000005,1.4969615342135338
Flanders,Flemish Brabant,GELRODE,3200,APARTMENT,APARTMENT,374700.0,89.0,2.0,HYPER_EQUIPPED,3,,3.0,1,1,0,0,4,0,4210.112359550561,375318.0,-618.0,-0.16466036800792927
