region,province,locality,zip_code,property_type,property_subtype,price,living_area,number_rooms,kitchen,kitchen_score,building_state,building_score,has_garden,has_terrace,has_pool,has_fireplace,number_facades,furnished,price_per_sqm,predicted_price,valuation_gap,valuation_gap_pct
Flanders,East Flanders,STEENDORP,9140,HOUSE,HOUSE,289000.0,193.0,2.0,INSTALLED,2,GOOD,3.0,1,1,0,0,2,0,1497.4093264248704,337852.5,-48852.5,-14.459712448479737
Flanders,Flemish Brabant,Wilsele,3012,APARTMENT,PENTHOUSE,462500.0,125.0,3.0,NOT_INSTALLED,0,,3.0,0,1,0,0,2,0,3700.0,488800.225,-26300.224999999977,-5.380567285949997
Flanders,Flemish Brabant,Wilsele,3012,APARTMENT,APARTMENT,382500.0,103.0,3.0,NOT_INSTALLED,0,,3.0,0,1,0,0,2,0,3713.5922330097087,408199.22,-25699.219999999972,-6.295754313298289
Flanders,Flemish Brabant,Leuven,3000,APARTMENT,APARTMENT,382500.0,103.0,3.0,NOT_INSTALLED,0,,3.0,0,1,0,0,2,0,3713.5922330097087,408199.22,-25699.219999999972,-6.295754313298289
Flanders,Flemish Brabant,Leuven,3000,APARTMENT,APARTMENT,462500.0,125.0,3.0,NOT_INSTALLED,0,,3.0,0,1,0,0,2,0,3700.0,382551.93,79948.07,20.898618914300084
Flanders,Flemish Brabant,Leuven,3000,APARTMENT,APARTMENT,297400.0,71.0,1.0,NOT_INSTALLED,0,,3.0,1,1,0,0,2,0,4188.732394366197,289560.1983333333,7839.801666666695,2.707485943092822
Brussels,Brussels,Uccle,1180,APARTMENT,APARTMENT,790000.0,155.0,3.0,USA_HYPER_EQUIPPED,3,JUST_RENOVATED,4.0,1,1,0,0,4,0,5096.774193548387,803317.5,-13317.5,-1.6578127577203288
Brussels,Brussels,Bruxelles,1000,APARTMENT,PENTHOUSE,895000.0,210.0,3.0,USA_HYPER_EQUIPPED,3,JUST_RENOVATED,4.0,0,1,0,1,2,0,4261.9047619047615,982207.5,-87207.5,-8.878724709391854
Brussels,Brussels,Bruxelles,1000,APARTMENT,APARTMENT,895000.0,210.0,3.0,USA_HYPER_EQUIPPED,3,JUST_RENOVATED,4.0,0,1,0,1,2,0,4261.9047619047615,929042.5,-34042.5,-3.6642564791169403
Brussels,Brussels,Bruxelles,1000,APARTMENT,LOFT,895000.0,210.0,3.0,USA_HYPER_EQUIPPED,3,JUST_RENOVATED,4.0,0,1,0,1,2,0,4261.9047619047615,892035.0,2965.0,0.3323860610850471
Brussels,Brussels,Uccle,1180,APARTMENT,GROUND_FLOOR,790000.0,155.0,3.0,USA_HYPER_EQUIPPED,3,JUST_RENOVATED,4.0,1,1,0,0,4,0,5096.774193548387,789065.0,935.0,0.11849467407628014
Flanders,West Flanders,Harelbeke,8530,APARTMENT,APARTMENT,189500.0,110.0,3.0,SEMI_EQUIPPED,1,GOOD,3.0,0,1,0,0,2,0,1722.7272727272727,279991.6666666666,-90491.66666666663,-32.31941426828178
Flanders,Flemish Brabant,Bertem,3060,HOUSE,HOUSE,610000.0,250.0,5.0,HYPER_EQUIPPED,3,,3.0,0,1,0,0,4,0,2440.0,635272.5,-25272.5,-3.978214073488149
Flanders,West Flanders,Wevelgem,8560,HOUSE,VILLA,610000.0,510.0,4.0,NOT_INSTALLED,0,TO_BE_DONE_UP,2.0,0,1,0,0,4,0,1196.078431372549,781520.0,-171520.0,-21.946975125396662
Brussels,Brussels,Ixelles,1050,HOUSE,HOUSE,620000.0,153.0,3.0,HYPER_EQUIPPED,3,GOOD,3.0,1,0,0,0,2,0,4052.2875816993464,579047.5,40952.5,7.072390434290797
Brussels,Brussels,Anderlecht,1070,HOUSE,HOUSE,620000.0,708.0,8.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,0,0,0,2,0,875.7062146892655,1006170.0,-386170.0,-38.38019420177505
Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,VILLA,640000.0,160.0,4.0,HYPER_EQUIPPED,3,GOOD,3.0,1,1,0,0,4,0,4000.0,585350.0,54650.0,9.336294524643375
Wallonie,Hainaut,Ville-Pommeroeul,7322,HOUSE,VILLA,640000.0,250.0,4.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,0,0,4,0,2560.0,542864.5833333334,97135.41666666663,17.893120982442667
Wallonie,Luxembourg,Tenneville,6970,HOUSE,HOUSE,649000.0,168.0,4.0,NOT_INSTALLED,0,,3.0,1,1,0,0,4,1,3863.095238095238,552930.0,96070.0,17.374712893132944
Wallonie,Hainaut,PONT-DE-LOUP,6250,HOUSE,HOUSE,650000.0,230.0,4.0,USA_HYPER_EQUIPPED,3,GOOD,3.0,0,1,0,1,4,0,2826.086956521739,641788.3283333334,8211.671666666633,1.2794984427329188
Flanders,Flemish Brabant,Halle,1500,HOUSE,HOUSE,675000.0,431.0,5.0,NOT_INSTALLED,0,,3.0,1,1,0,0,2,0,1566.1252900232018,710535.0,-35535.0,-5.001161096919927
Flanders,Flemish Brabant,Halle,1500,HOUSE,MIXED_USE_BUILDING,675000.0,431.0,5.0,NOT_INSTALLED,0,,3.0,1,1,0,0,2,0,1566.1252900232018,691875.0,-16875.0,-2.4390243902439024
Wallonie,Luxembourg,WOLKRANGE,6780,HOUSE,HOUSE,690000.0,250.0,4.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,0,1,4,0,2760.0,684010.0,5990.0,0.8757181912545138
Wallonie,Hainaut,Chaussée-Notre-Dame-Louvignies,7063,HOUSE,VILLA,690000.0,315.0,6.0,HYPER_EQUIPPED,3,GOOD,3.0,1,1,1,1,4,0,2190.4761904761904,695720.0,-5720.0,-0.8221698384407521
Wallonie,Walloon Brabant,Wavre (Bierges),1300,HOUSE,VILLA,695000.0,186.0,3.0,HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,1,0,4,0,3736.559139784946,673594.1666666667,21405.833333333256,3.1778531336252054
Wallonie,Walloon Brabant,Wavre,1301,HOUSE,HOUSE,695000.0,225.0,3.0,INSTALLED,2,GOOD,3.0,1,1,1,0,4,0,3088.8888888888887,638995.5,56004.5,8.764459217631423
Wallonie,Walloon Brabant,Bierges,1301,HOUSE,VILLA,695000.0,186.0,3.0,HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,1,0,4,0,3736.559139784946,673594.1666666667,21405.833333333256,3.1778531336252054
Flanders,Flemish Brabant,RHODE-SAINT-GENESE,1640,HOUSE,HOUSE,695000.0,213.0,5.0,NOT_INSTALLED,0,TO_BE_DONE_UP,2.0,0,1,0,1,4,0,3262.910798122066,822584.0,-127584.0,-15.510148507629614
Brussels,Brussels,Woluwe-Saint-Pierre,1150,HOUSE,HOUSE,720000.0,320.0,6.0,INSTALLED,2,TO_BE_DONE_UP,2.0,1,1,0,0,3,0,2250.0,885480.0,-165480.0,-18.688169128608212
Flanders,Antwerp,VIERSEL,2240,HOUSE,HOUSE,720000.0,285.0,3.0,NOT_INSTALLED,0,AS_NEW,5.0,0,0,0,0,4,0,2526.315789473684,732623.16,-12623.160000000033,-1.723008592848748
Brussels,Brussels,Uccle,1180,HOUSE,HOUSE,725000.0,130.0,3.0,HYPER_EQUIPPED,3,GOOD,3.0,1,1,0,0,3,0,5576.923076923077,667719.5,57280.5,8.57852736066567
Brussels,Brussels,Uccle,1180,HOUSE,HOUSE,725000.0,130.0,3.0,INSTALLED,2,GOOD,3.0,0,1,0,0,3,0,5576.923076923077,645228.75,79771.25,12.363251017565476
Flanders,East Flanders,Lebbeke,9280,HOUSE,HOUSE,725000.0,458.0,9.0,NOT_INSTALLED,0,TO_BE_DONE_UP,2.0,1,1,0,0,1,0,1582.9694323144104,857732.5,-132732.5,-15.474812951590385
Flanders,Antwerp,Berchem,2600,HOUSE,HOUSE,749000.0,205.0,4.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,2,0,3653.6585365853657,602755.0,146245.0,24.262760159600504
Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,VILLA,750000.0,165.0,3.0,INSTALLED,2,TO_BE_DONE_UP,2.0,1,1,0,0,4,0,4545.454545454545,476070.0,273930.0,57.53985758396875
Flanders,East Flanders,Aalter,9880,HOUSE,VILLA,755000.0,304.0,4.0,NOT_INSTALLED,0,GOOD,3.0,1,1,0,0,4,0,2483.5526315789475,1702944.995,-947944.9950000001,-55.6650389638686
Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,VILLA,785000.0,180.0,4.0,INSTALLED,2,GOOD,3.0,1,1,0,0,4,0,4361.111111111111,520775.0,264225.0,50.73688253084345
Brussels,Brussels,Saint-Josse-ten-Noode,1210,HOUSE,APARTMENT_BLOCK,790000.0,319.0,6.0,HYPER_EQUIPPED,3,TO_BE_DONE_UP,2.0,1,1,0,0,2,0,2476.489028213166,798410.0,-8410.0,-1.05334352024649
Brussels,Brussels,Saint-Josse-ten-Noode,1210,HOUSE,HOUSE,790000.0,319.0,6.0,HYPER_EQUIPPED,3,TO_BE_DONE_UP,2.0,1,1,0,0,2,0,2476.489028213166,823370.0,-33370.0,-4.0528559456866295
Wallonie,Walloon Brabant,Villers-la-Ville,1495,HOUSE,VILLA,790000.0,165.0,4.0,INSTALLED,2,GOOD,3.0,1,1,0,0,4,0,4787.878787878788,679654.5,110345.5,16.235528492785672
Flanders,Flemish Brabant,Tervuren,3080,HOUSE,HOUSE,790000.0,250.0,3.0,USA_HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,0,0,4,0,3160.0,721982.895,68017.10499999998,9.420874853274741
Flanders,East Flanders,Gent,9000,APARTMENT,FLAT_STUDIO,260000.0,55.0,1.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,1,0,4727.272727272727,232465.0,27535.0,11.844793839932894
Flanders,Antwerp,Turnhout,2300,APARTMENT,APARTMENT,185000.0,53.0,1.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,1,0,3490.566037735849,211640.0,-26640.0,-12.587412587412588
Flanders,Antwerp,Turnhout,2300,APARTMENT,APARTMENT,184000.0,69.0,1.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,1,0,2666.6666666666665,183846.82,153.17999999999302,0.08331936337000173
Flanders,West Flanders,Sint-Michiels,8200,APARTMENT,APARTMENT,299000.0,136.0,2.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,1,0,2198.529411764706,400607.345,-101607.34499999997,-25.363325527643525
Flanders,West Flanders,Knokke,8300,APARTMENT,APARTMENT,435000.0,92.0,2.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,1,0,4728.260869565217,392979.54821428575,42020.45178571425,10.692783371719166
Flanders,West Flanders,Oostende,8400,APARTMENT,APARTMENT,249000.0,92.0,2.0,NOT_INSTALLED,0,,3.0,0,0,0,0,2,0,2706.521739130435,290484.4175,-41484.41749999998,-14.281116301186787
Wallonie,Hainaut,Hornu,7301,HOUSE,HOUSE,230000.0,150.0,3.0,SEMI_EQUIPPED,1,JUST_RENOVATED,4.0,0,0,0,0,2,0,1533.3333333333333,221852.0,8148.0,3.6727187494365614
Flanders,West Flanders,Lissewege,8380,HOUSE,HOUSE,269000.0,132.0,3.0,INSTALLED,2,GOOD,3.0,0,1,0,0,2,0,2037.878787878788,266332.5,2667.5,1.0015675893854488
Flanders,Antwerp,Balen,2491,HOUSE,HOUSE,545000.0,242.0,4.0,NOT_INSTALLED,0,GOOD,3.0,1,0,1,0,4,0,2252.0661157024792,566112.5,-21112.5,-3.7293824107399147
Flanders,Limburg,Beringen,3581,APARTMENT,APARTMENT,375000.0,197.0,4.0,NOT_INSTALLED,0,GOOD,3.0,1,0,0,0,2,0,1903.5532994923858,641673.5,-266673.5,-41.559063916462186
Flanders,Limburg,Beringen,3581,HOUSE,HOUSE,375000.0,197.0,4.0,NOT_INSTALLED,0,GOOD,3.0,1,0,0,0,1,0,1903.5532994923858,413880.0,-38880.0,-9.394027254276601
Flanders,East Flanders,Nazareth,9810,APARTMENT,APARTMENT,405650.0,140.0,3.0,NOT_INSTALLED,0,,3.0,1,1,0,0,1,0,2897.5,471093.93,-65443.92999999999,-13.891906864518502
Flanders,East Flanders,Nazareth,9810,APARTMENT,PENTHOUSE,357955.0,105.0,2.0,NOT_INSTALLED,0,,3.0,0,1,0,0,1,0,3409.095238095238,406281.875,-48326.875,-11.89491286068324
Flanders,West Flanders,Brugge,8000,HOUSE,HOUSE,295000.0,247.0,3.0,NOT_INSTALLED,0,,3.0,0,0,0,0,1,0,1194.331983805668,377732.24,-82732.23999999999,-21.902350723358957
Flanders,Antwerp,Antwerpen,2100,APARTMENT,GROUND_FLOOR,269000.0,100.0,2.0,HYPER_EQUIPPED,3,GOOD,3.0,0,1,0,0,2,0,2690.0,334111.9083333333,-65111.908333333326,-19.4880537656183
Flanders,East Flanders,Lokeren,9160,APARTMENT,APARTMENT,264000.0,91.0,2.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,2,0,2901.098901098901,230332.23,33667.76999999999,14.617046863133304
Flanders,East Flanders,Laarne,9270,HOUSE,HOUSE,699000.0,197.0,3.0,INSTALLED,2,GOOD,3.0,1,1,0,0,1,0,3548.223350253807,616155.0,82845.0,13.445480439175208
Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,VILLA,1180000.0,500.0,6.0,INSTALLED,2,TO_BE_DONE_UP,2.0,1,1,0,0,4,0,2360.0,1060800.0,119200.0,11.236802413273002
Flanders,Flemish Brabant,Rhode-Saint-Genese,1640,HOUSE,VILLA,1190000.0,310.0,5.0,HYPER_EQUIPPED,3,TO_BE_DONE_UP,2.0,1,1,0,0,4,0,3838.7096774193546,1094429.975,95570.0249999999,8.732401997670056
Brussels,Brussels,Woluwe-Saint-Pierre,1150,HOUSE,HOUSE,1195000.0,234.0,4.0,INSTALLED,2,TO_BE_DONE_UP,2.0,0,1,0,0,3,0,5106.8376068376065,1148955.0,46045.0,4.007554691001823
Wallonie,Walloon Brabant,Lasne Maransart,1380,HOUSE,HOUSE,1195000.0,370.0,5.0,HYPER_EQUIPPED,3,JUST_RENOVATED,4.0,1,1,1,0,4,0,3229.7297297297296,1227415.0,-32415.0,-2.640916071581332
Wallonie,Hainaut,Mont-de-l'Enclus,7750,HOUSE,EXCEPTIONAL_PROPERTY,1200000.0,544.0,5.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,1,0,4,0,2205.8823529411766,1472720.0,-272720.0,-18.51811613884513
Wallonie,Walloon Brabant,Lasne,1380,HOUSE,VILLA,1245000.0,300.0,5.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,0,0,4,0,4150.0,710520.0,534480.0,75.22377976693126
Flanders,West Flanders,De Panne,8660,HOUSE,VILLA,1249000.0,469.0,3.0,NOT_INSTALLED,0,GOOD,3.0,1,0,0,1,4,0,2663.1130063965884,1188605.0,60395.0,5.081166577626714
Brussels,Brussels,Etterbeek,1040,HOUSE,MANSION,1250000.0,500.0,8.0,NOT_INSTALLED,0,GOOD,3.0,1,1,0,0,2,0,2500.0,1321395.0,-71395.0,-5.403002130324392
Brussels,Brussels,Uccle,1180,HOUSE,HOUSE,1250000.0,370.0,4.0,HYPER_EQUIPPED,3,GOOD,3.0,0,1,0,0,3,0,3378.3783783783783,1305055.0,-55055.0,-4.218596151120068
Brussels,Brussels,Forest,1190,HOUSE,TOWN_HOUSE,1250000.0,428.0,8.0,USA_HYPER_EQUIPPED,3,GOOD,3.0,1,1,0,0,2,0,2920.5607476635514,1647495.0,-397495.0,-24.12723559100331
Flanders,West Flanders,Waregem,8790,HOUSE,VILLA,1250000.0,450.0,4.0,USA_HYPER_EQUIPPED,3,GOOD,3.0,1,1,0,0,4,0,2777.777777777778,1237945.0,12055.0,0.9737912427450331
Brussels,Brussels,Uccle,1180,HOUSE,HOUSE,1290000.0,220.0,4.0,USA_SEMI_EQUIPPED,1,AS_NEW,5.0,1,1,0,0,3,0,5863.636363636364,1136389.5,153610.5,13.517416343604019
Flanders,Antwerp,Zoersel,2980,HOUSE,VILLA,1290000.0,480.0,6.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,0,0,0,4,0,2687.5,1338870.0,-48870.0,-3.6500929888637437
Brussels,Brussels,Ixelles,1050,HOUSE,APARTMENT_BLOCK,1295000.0,300.0,3.0,USA_HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,0,0,2,0,4316.666666666667,1185538.0,109462.0,9.233107669260706
Brussels,Brussels,Ixelles,1050,HOUSE,MIXED_USE_BUILDING,1295000.0,300.0,3.0,USA_HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,0,0,2,0,4316.666666666667,1150865.8333333335,144134.1666666665,12.523976513335233
Flanders,Flemish Brabant,Keerbergen,3140,HOUSE,MIXED_USE_BUILDING,1295000.0,507.0,5.0,NOT_INSTALLED,0,,3.0,1,1,0,1,4,0,2554.2406311637083,1230065.0,64935.0,5.278989321702512
Flanders,Flemish Brabant,Keerbergen,3140,HOUSE,VILLA,1295000.0,507.0,5.0,NOT_INSTALLED,0,,3.0,1,1,0,1,4,0,2554.2406311637083,1282350.0,12650.0,0.9864701524544781
Flanders,West Flanders,Knokke-Heist,8300,HOUSE,VILLA,1295000.0,136.0,3.0,USA_HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,0,0,3,0,9522.058823529413,439877.09166666673,855122.9083333332,194.40041878364843
Brussels,Brussels,Bruxelles,1000,HOUSE,EXCEPTIONAL_PROPERTY,1325000.0,240.0,5.0,INSTALLED,2,GOOD,3.0,0,1,0,0,3,0,5520.833333333333,1211390.0,113610.0,9.378482569610117
Brussels,Brussels,Bruxelles,1000,HOUSE,APARTMENT_BLOCK,1350000.0,205.0,0.0,USA_HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,0,0,2,0,6585.365853658536,1132090.0,217910.0,19.24846964463956
Flanders,Flemish Brabant,Rhode-Saint-Genese,1640,HOUSE,VILLA,1350000.0,398.0,6.0,NOT_INSTALLED,0,AS_NEW,5.0,0,0,0,1,4,0,3391.959798994975,1307064.5,42935.5,3.284879973406056
Brussels,Brussels,Woluwe-Saint-Pierre,1150,HOUSE,HOUSE,1400000.0,220.0,5.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,1,0,4,0,6363.636363636364,1343920.0,56080.0,4.172867432585273
Flanders,Antwerp,Zwijndrecht,2070,HOUSE,VILLA,1468000.0,585.0,5.0,HYPER_EQUIPPED,3,AS_NEW,5.0,0,0,1,1,4,0,2509.4017094017095,1714180.0,-246180.0,-14.361385618779826
Flanders,East Flanders,Drongen,9031,HOUSE,COUNTRY_COTTAGE,1485000.0,342.0,3.0,HYPER_EQUIPPED,3,,3.0,1,1,1,1,4,0,4342.105263157895,1501700.0,-16700.0,-1.1120729839515215
Flanders,Flemish Brabant,Rhode-Saint-Genese,1640,HOUSE,EXCEPTIONAL_PROPERTY,1495000.0,400.0,4.0,USA_HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,0,0,4,0,3737.5,995559.0,499441.0,50.1668911636578
Flanders,Flemish Brabant,Rhode-Saint-Genèse,1640,HOUSE,VILLA,1590000.0,325.0,5.0,HYPER_EQUIPPED,3,GOOD,3.0,1,1,0,0,4,0,4892.307692307692,1165483.785,424516.2150000001,36.42403441932057
Flanders,Flemish Brabant,Londerzeel,1840,HOUSE,VILLA,1595000.0,360.0,5.0,INSTALLED,2,GOOD,3.0,1,1,0,0,4,0,4430.555555555556,1380870.0,214130.0,15.506890583472737
Brussels,Brussels,Uccle,1180,HOUSE,MANSION,1625000.0,370.0,4.0,HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,1,0,2,0,4391.891891891892,1677415.0,-52415.0,-3.124748496943213
Brussels,Brussels,SINT-LAMBRECHTS-WOLUWE,1200,APARTMENT,FLAT_STUDIO,199000.0,31.0,0.0,INSTALLED,2,GOOD,3.0,0,1,0,0,4,1,6419.354838709677,192920.0,6080.0,3.1515654157163593
Flanders,East Flanders,Stekene,9190,APARTMENT,GROUND_FLOOR,239000.0,90.0,2.0,NOT_INSTALLED,0,TO_BE_DONE_UP,2.0,0,1,0,0,3,0,2655.5555555555557,233753.33333333337,5246.666666666628,2.244531272281305
Wallonie,Hainaut,Kain,7540,HOUSE,HOUSE,325000.0,110.0,2.0,NOT_INSTALLED,0,,3.0,0,1,0,0,4,0,2954.5454545454545,288057.74,36942.26000000001,12.824602456438077
Flanders,West Flanders,Roeselare,8800,HOUSE,HOUSE,245000.0,108.0,3.0,INSTALLED,2,AS_NEW,5.0,0,0,0,0,1,0,2268.5185185185187,246315.0,-1315.0,-0.5338692324868562
Flanders,West Flanders,Lendelede,8860,HOUSE,VILLA,1050000.0,326.0,6.0,INSTALLED,2,GOOD,3.0,1,1,0,0,4,0,3220.8588957055213,848667.5,201332.5,23.72336633605034
Flanders,West Flanders,Menen,8930,HOUSE,HOUSE,158000.0,120.0,2.0,NOT_INSTALLED,0,TO_BE_DONE_UP,2.0,1,0,0,0,2,0,1316.6666666666667,271836.975,-113836.97499999998,-41.876928258195925
Flanders,Antwerp,Wilrijk,2610,APARTMENT,APARTMENT,221000.0,100.0,2.0,SEMI_EQUIPPED,1,GOOD,3.0,0,1,0,0,2,0,2210.0,228398.5,-7398.5,-3.2392944787290636
Flanders,Antwerp,Mortsel,2640,HOUSE,HOUSE,425000.0,180.0,6.0,INSTALLED,2,TO_RENOVATE,1.0,1,0,0,1,3,0,2361.1111111111113,576571.5,-151571.5,-26.288413492515673
Wallonie,Liège,Neuville-en-Condroz,4121,HOUSE,VILLA,529000.0,185.0,3.0,INSTALLED,2,AS_NEW,5.0,1,1,1,1,4,0,2859.4594594594596,551735.0,-22735.0,-4.120637624946759
Wallonie,Liège,Saive,4671,HOUSE,HOUSE,344000.0,160.0,4.0,NOT_INSTALLED,0,AS_NEW,5.0,0,0,0,0,3,0,2150.0,326294.5,17705.5,5.4262330502046465
Wallonie,Walloon Brabant,RAMILLIES-OFFUS,1367,HOUSE,VILLA,599000.0,217.0,4.0,HYPER_EQUIPPED,3,,3.0,1,0,0,0,4,0,2760.36866359447,549510.3333333333,49489.666666666744,9.00613940532512
Wallonie,Walloon Brabant,RAMILLIES-OFFUS,1367,HOUSE,VILLA,495000.0,217.0,4.0,HYPER_EQUIPPED,3,,3.0,1,0,0,0,4,0,2281.10599078341,549510.3333333333,-54510.333333333256,-9.91980132615036
Flanders,Antwerp,Olen,2250,APARTMENT,APARTMENT,265000.0,90.0,2.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,0,3,0,2944.4444444444443,245352.5,19647.5,8.007866233276612
Flanders,Antwerp,Antwerp,2018,APARTMENT,PENTHOUSE,1106500.0,196.0,3.0,HYPER_EQUIPPED,3,AS_NEW,5.0,0,1,0,0,1,0,5645.408163265306,1082594.705,23905.294999999925,2.2081481545764556
Wallonie,Hainaut,La Louviere,7100,HOUSE,APARTMENT_BLOCK,365000.0,200.0,8.0,NOT_INSTALLED,0,,3.0,1,0,0,0,2,0,1825.0,350111.0,14889.0,4.2526513020156465
Brussels,Brussels,Anderlecht,1070,HOUSE,APARTMENT_BLOCK,379000.0,214.0,0.0,NOT_INSTALLED,0,GOOD,3.0,0,0,0,0,2,0,1771.0280373831777,458180.0,-79180.0,-17.281417783403903
Wallonie,Hainaut,HAINE-SAINT-PAUL,7100,APARTMENT,APARTMENT,165000.0,62.0,1.0,NOT_INSTALLED,0,,3.0,0,0,0,0,1,0,2661.2903225806454,172072.5,-7072.5,-4.110186113411498
Wallonie,Hainaut,HAINE-SAINT-PAUL,7100,APARTMENT,APARTMENT,210000.0,85.0,2.0,NOT_INSTALLED,0,,3.0,0,0,0,0,2,0,2470.5882352941176,213658.995,-3658.9949999999953,-1.712539647581884
Wallonie,Hainaut,HAINE-SAINT-PAUL,7100,APARTMENT,APARTMENT,255000.0,119.0,3.0,NOT_INSTALLED,0,,3.0,0,1,0,0,2,0,2142.8571428571427,267316.0,-12316.0,-4.607281270107288
Brussels,Brussels,Etterbeek,1040,APARTMENT,PENTHOUSE,260000.0,90.0,3.0,HYPER_EQUIPPED,3,TO_BE_DONE_UP,2.0,0,0,0,0,3,0,2888.8888888888887,383102.5,-123102.5,-32.13304533382058
Brussels,Brussels,Ixelles,1050,HOUSE,HOUSE,795000.0,300.0,3.0,USA_SEMI_EQUIPPED,1,TO_BE_DONE_UP,2.0,0,1,0,0,2,0,2650.0,773590.0,21410.0,2.7676159205780837
Brussels,Brussels,Anderlecht,1070,HOUSE,HOUSE,379000.0,214.0,0.0,NOT_INSTALLED,0,GOOD,3.0,0,0,0,0,2,0,1771.0280373831777,409625.0,-30625.0,-7.476350320415014
Brussels,Brussels,Etterbeek,1040,APARTMENT,FLAT_STUDIO,185000.0,50.0,0.0,NOT_INSTALLED,0,GOOD,3.0,0,0,0,0,2,0,3700.0,228395.0,-43395.0,-18.99997810810219
Brussels,Brussels,Etterbeek,1040,APARTMENT,APARTMENT,225000.0,57.0,1.0,INSTALLED,2,GOOD,3.0,0,1,0,0,2,0,3947.3684210526317,221311.792,3688.2080000000133,1.6665212308253388
Brussels,Brussels,Etterbeek,1040,APARTMENT,APARTMENT,225000.0,63.0,1.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,1,1,0,0,2,0,3571.4285714285716,212393.0,12607.0,5.935694679203175
Brussels,Brussels,Forest,1190,HOUSE,MANSION,1650000.0,845.0,9.0,NOT_INSTALLED,0,GOOD,3.0,1,1,0,0,2,0,1952.6627218934912,1971225.0,-321225.0,-16.295704447741887
Brussels,Brussels,Uccle,1180,HOUSE,MANSION,1675000.0,524.0,8.0,INSTALLED,2,GOOD,3.0,1,1,0,0,4,0,3196.5648854961833,1680745.0,-5745.0,-0.3418127080550589
Brussels,Brussels,Uccle,1180,HOUSE,MANSION,1690000.0,700.0,8.0,HYPER_EQUIPPED,3,GOOD,3.0,1,1,0,0,3,0,2414.285714285714,1723955.0,-33955.0,-1.9695989744511895
Brussels,Brussels,Woluwe-Saint-Lambert,1200,HOUSE,APARTMENT_BLOCK,1690000.0,490.0,8.0,USA_INSTALLED,2,GOOD,3.0,1,1,0,0,2,0,3448.9795918367345,1553790.0,136210.0,8.766306901189994
Brussels,Brussels,Watermael-Boitsfort,1170,HOUSE,VILLA,1695000.0,280.0,3.0,HYPER_EQUIPPED,3,TO_BE_DONE_UP,2.0,1,1,1,0,4,0,6053.571428571428,1453625.0,241375.0,16.605039126322126
Flanders,West Flanders,Anzegem,8570,HOUSE,MANOR_HOUSE,1695000.0,600.0,5.0,NOT_INSTALLED,0,TO_BE_DONE_UP,2.0,0,1,1,0,4,0,2825.0,1823955.0,-128955.0,-7.070075742000213
Wallonie,Hainaut,Pommeroeul,7322,HOUSE,CASTLE,1750000.0,750.0,6.0,INSTALLED,2,GOOD,3.0,1,1,1,0,4,0,2333.3333333333335,2079530.0,-329530.0,-15.846369131486442
Flanders,Antwerp,Schilde,2970,HOUSE,VILLA,1800000.0,448.0,4.0,NOT_INSTALLED,0,GOOD,3.0,0,0,1,0,4,0,4017.8571428571427,1457915.0,342085.0,23.463987955402065
Brussels,Brussels,Uccle,1180,HOUSE,VILLA,1850000.0,382.0,6.0,NOT_INSTALLED,0,TO_RENOVATE,1.0,0,1,0,1,4,0,4842.931937172775,1720215.0,129785.0,7.544696447827742
Brussels,Brussels,Forest,1190,HOUSE,MANSION,1850000.0,400.0,5.0,HYPER_EQUIPPED,3,AS_NEW,5.0,1,1,0,0,2,0,4625.0,1610795.0,239205.0,14.850120592626622
Wallonie,Walloon Brabant,Waterloo,1410,HOUSE,VILLA,1950000.0,410.0,5.0,NOT_INSTALLED,0,GOOD,3.0,0,1,0,1,4,0,4756.09756097561,1520270.0,429730.0,28.266689469633683
